array_element_name	array_element_type	organism	is_control	locus	description	chromosome	start	stop
266171_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38880	nuclear factor Y, subunit B1	2	16238696,16238884,16239581,16239710,16240045	16240050,16240139,16240219,16240308,16240314
266172_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39010	plasma membrane intrinsic protein 2E	2	16291862,16291867,16292373,16292668	16293399,16293539,16293618,16293733
266173_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02410	unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF901 (InterPro:IPR010298); Has 1151 Blast hits to 1151 proteins in 597 species: Archae - 0; Bacteria - 1105; Metazoa - 0; Fungi - 0; Plants - 42; Viruses - 0; Other Eukaryotes - 4 (source: NCBI BLink).	2	634497	634603
266174_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02440	unknown protein; Has 3 Blast hits to 3 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 3; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	2	638014,638151,638736,638867	639161,639161,639305,639305
266175_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02450	NAC domain containing protein 35	2	650052,650395	650501,650538
266176_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02250	phloem protein 2-B2	2	594659,595084,595168	595289,595445,595486
266177_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02270	pseudogene, F-box protein (SKP1 interacting partner 3-related), contains similarity to SKP1 interacting partner 3 GI:10716951 from (Arabidopsis thaliana); blastp match of 37% identity and 4.7e-33 P-value to GP|28812128|dbj|BAC64996.1||AP004461 P0443G08.20 {Oryza sativa (japonica cultivar-group)}	2	598143	599327
266178_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02280	phloem protein 2-B4	2	600501,600727,601242	601242,601439,601439
266179_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02300	phloem protein 2-B5	2	606615,606951,607073	607191,607481,607565
266180_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02470	alfin-like 6	2	653371,653550,654136	654262,654337,654518
266181_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02390	glutathione S-transferase zeta 1	2	629181,629201,629297,629353,629539,629624,629720,629791,629950	630003,630090,630165,630312,630373,630530,630589,630848,630945
266182_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02370	SNARE associated Golgi protein family	2	622382,622430,622527	622744,622826,623084
266184_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G54700;AT2G38940	[AT3G54700, phosphate transporter 1;7];[AT2G38940, phosphate transporter 1;4]	[AT3G54700, 3];[AT2G38940, 2]	[AT3G54700, 20248710];[AT2G38940, 16259506]	[AT3G54700, 20249076];[AT2G38940, 16259872]
266185_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38950	Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein	2	16264542	16265032
266186_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38960	endoplasmic reticulum oxidoreductins 2	2	16267148,16267249,16267354,16267477	16267592,16267766,16267861,16267920
266187_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38970	Zinc finger (C3HC4-type RING finger) family protein	2	16276082	16276641
266188_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39000	Acyl-CoA N-acyltransferases (NAT) superfamily protein	2	16286511,16286760	16286996,16287265
266189_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39020	Acyl-CoA N-acyltransferases (NAT) superfamily protein	2	16295513	16296077
266190_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38840	Guanylate-binding family protein	2	16232087	16232230
266191_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39040	Peroxidase superfamily protein	2	16299463,16299881	16300303,16300404
266192_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39080	NAD(P)-binding Rossmann-fold superfamily protein	2	16310004,16310090,16310172,16310236	16310320,16310405,16310531,16310610
266193_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39080	NAD(P)-binding Rossmann-fold superfamily protein	2	16311491,16311638,16311921	16312033,16312262,16312462
266194_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39090	tetratricopeptide repeat (TPR)-containing protein	2	16313110,16313332,16313634	16313779,16313908,16313950
266195_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39100	RING/U-box superfamily protein	2	16317686,16317832,16317913,16318050	16318158,16318212,16318352,16318572
266196_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39110	Protein kinase superfamily protein	2	16320920,16320966	16321044,16321540
266197_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39120	Ubiquitin carboxyl-terminal hydrolase family protein	2	16322465	16322791
266198_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38890	unknown protein; Has 58 Blast hits to 54 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 6; Fungi - 0; Plants - 46; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink).	2	16241792,16241919,16242000,16242159	16242257,16242414,16242514,16242633
266199_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38910	calcium-dependent protein kinase 20	2	16245423,16245615,16245710,16245877	16245959,16246074,16246163,16246169
266200_at	oligonucleotide	Arabidopsis thaliana	no	AT2G38920	SPX (SYG1/Pho81/XPR1) domain-containing protein / zinc finger (C3HC4-type RING finger) protein-related	2	16248837,16248885,16248986,16249123	16249219,16249470,16249566,16249744
266201_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39060	Nodulin MtN3 family protein	2	16306863,16307018,16307110,16307229	16307317,16307478,16307610,16307668
266202_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02400	NAD(P)-binding Rossmann-fold superfamily protein	2	631465,631904	631985,632074
266203_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02230	phloem protein 2-B1	2	590577,590948	591042,591101
266204_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02410	unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF901 (InterPro:IPR010298); Has 1151 Blast hits to 1151 proteins in 597 species: Archae - 0; Bacteria - 1105; Metazoa - 0; Fungi - 0; Plants - 42; Viruses - 0; Other Eukaryotes - 4 (source: NCBI BLink).	2	633424,633524,633628,633791	633873,633942,634027,634073
266205_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G08200;AT2G27860	[AT1G08200, UDP-D-apiose/UDP-D-xylose synthase 2];[AT2G27860, UDP-D-apiose/UDP-D-xylose synthase 1]	[AT1G08200, 1];[AT2G27860, 2]	[AT1G08200, 2574472,2574593,2574687,2574779,2574876];[AT2G27860, 11864902,11865023,11865113,11865205,11865315]	[AT1G08200, 2574977,2575067,2575200,2575282,2575300];[AT2G27860, 11865416,11865505,11865638,11865714,11865732]
266206_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27730	copper ion binding	2	11820056,11820259,11820365	11820403,11820769,11820840
266207_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27680	NAD(P)-linked oxidoreductase superfamily protein	2	11804118,11804166,11804251,11804370,11804472	11804583,11804665,11804744,11804845,11804923
266208_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27760	tRNAisopentenyltransferase 2	2	11826590,11826807,11826889,11826964	11827073,11827221,11827292,11827393
266209_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27550	centroradialis	2	11773428,11773620,11773974,11774035	11774154,11774194,11774289,11774493
266210_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27530	Ribosomal protein L1p/L10e family	2	11763459,11763496,11763586,11763791	11763898,11764063,11764149,11764287
266211_at	oligonucleotide	Arabidopsis thaliana	no	AT2G06820	transposable element gene	2	2726682	2727227
266212_at	oligonucleotide	Arabidopsis thaliana	no	AT2G06840	transposable element gene	2	2751581	2752096
266213_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G06870;AT1G35760	[AT2G06870, transposable element gene];[AT1G35760, transposable element gene]	[AT2G06870, 2];[AT1G35760, 1]	[AT2G06870, 2775777];[AT1G35760, 13266828]	[AT2G06870, 2776415];[AT1G35760, 13267470]
266214_at	oligonucleotide	Arabidopsis thaliana	no	AT2G06890	transposable element gene	2	2798988	2799256
266215_at	oligonucleotide	Arabidopsis thaliana	no	AT2G06850	xyloglucan endotransglucosylase/hydrolase 4	2	2765141	2765470
266216_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28810	Dof-type zinc finger DNA-binding family protein	2	12364446	12365060
266218_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28850;AT2G28860	[AT2G28850, cytochrome P450, family 710, subfamily A, polypeptide 3];[AT2G28860, cytochrome P450, family 710, subfamily A, polypeptide 4]	[AT2G28850, 2];[AT2G28860, 2]	[AT2G28850, 12383586];[AT2G28860, 12388448]	[AT2G28850, 12383996];[AT2G28860, 12388858]
266219_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28880	para-aminobenzoate (PABA) synthase family protein	2	12398971,12399435	12399533,12399602
266220_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28755	UDP-D-glucuronate carboxy-lyase-related	2	12334186,12334237,12334355	12334355,12334459,12334459
266221_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28760	UDP-XYL synthase 6	2	12336478,12336651,12336729,12336833,12337087,12337153	12337294,12337387,12337481,12337558,12337650,12337709
266222_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28780	unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: inflorescence meristem, root, flower; EXPRESSED DURING: petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF939, bacterial (InterPro:IPR010343); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G09450.1); Has 671 Blast hits to 667 proteins in 305 species: Archae - 0; Bacteria - 588; Metazoa - 0; Fungi - 2; Plants - 66; Viruses - 0; Other Eukaryotes - 15 (source: NCBI BLink).	2	12340141	12340696
266223_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28790	Pathogenesis-related thaumatin superfamily protein	2	12354691	12355179
266224_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28800	63 kDa inner membrane family protein	2	12356734,12356894,12356995,12357144,12357453	12357556,12357649,12357756,12357898,12357901
266225_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28900	outer plastid envelope protein 16-1	2	12414467,12414569,12414649,12414716,12414794,12414827	12414924,12414955,12415207,12415258,12415346,12415449
266226_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28740	histone H4	2	12329648	12329915
266227_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28870	unknown protein; Has 34 Blast hits to 34 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 34; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	2	12394398	12394769
266228_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28910	CAX interacting protein 4	2	12416007	12416445
266229_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28840	XB3 ortholog 1 in Arabidopsis thaliana	2	12379830,12379961	12380040,12380443
266230_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28830	PLANT U-BOX 12	2	12368437	12368926
266231_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02220	phytosulfokin receptor 1	2	584395	584965
266232_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02310	phloem protein 2-B6	2	608812,609188,609496	609614,609756,609805
266233_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02340	phloem protein 2-B8	2	616132,616532,616627	616745,616921,616955
266234_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02350	SKP1 interacting partner 3	2	617979,618422	618510,618590
266235_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02360	phloem protein 2-B10	2	619702,620116,620205	620323,620455,620504
266236_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02380	glutathione S-transferase (class zeta) 2	2	627327,627397,627488,627559,627696,627749,627840	627915,628044,628105,628182,628241,628465,628561
266237_at	oligonucleotide	Arabidopsis thaliana	no	AT2G29540	RNApolymerase 14 kDa subunit	2	12642727,12642827,12643440	12643516,12643638,12643813
266238_at	oligonucleotide	Arabidopsis thaliana	no	AT2G29400	type one protein phosphatase 1	2	12613820,12613962	12614046,12614414
266239_at	oligonucleotide	Arabidopsis thaliana	no	AT2G29530	Tim10/DDP family zinc finger protein	2	12641033,12641076,12641192,12641261,12641388	12641426,12641904,12641956,12642205,12642229
266240_at	oligonucleotide	Arabidopsis thaliana	no	AT2G29580	CCCH-type zinc fingerfamily protein with RNA-binding domain	2	12653601	12654140
266241_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27800;AT5G27300	[AT2G27800, Tetratricopeptide repeat (TPR)-like superfamily protein];[AT5G27300, pentatricopeptide (PPR) repeat-containing protein]	[AT2G27800, 2];[AT5G27300, 5]	[AT2G27800, 11849840];[AT5G27300, 9621796,9621881]	[AT2G27800, 11850314];[AT5G27300, 9621985,9622250]
266242_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27790	RNA-binding (RRM/RBD/RNP motifs) family protein	2	11847344,11847481,11847578,11847640,11847745	11847808,11847898,11847979,11848332,11848346
266243_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27750	Surfeit locus protein 6	2	11823919	11824456
266244_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27740	Family of unknown function (DUF662) 	2	11822829,11823054,11823134,11823244	11823329,11823409,11823498,11823539
266245_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27700	eukaryotic translation initiation factor 2 family protein / eIF-2 family protein	2	11813957,11814371,11814471	11814471,11814530,11814530
266246_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27690	cytochrome P450, family 94, subfamily C, polypeptide 1	2	11810295	11810817
266247_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27660	Cysteine/Histidine-rich C1 domain family protein	2	11798760	11799265
266248_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27650	Ubiquitin carboxyl-terminal hydrolase-related protein	2	11795400	11795949
266249_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27630	Ubiquitin carboxyl-terminal hydrolase-related protein	2	11787671,11787773,11787868,11787960	11788050,11788180,11788280,11788360
266250_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27870	transposable element gene	2	11867261	11867843
266251_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27540;AT5G52080;AT2G18320;AT5G48000;AT5G53410	[AT2G27540, unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G52080.1); Has 8 Blast hits to 8 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 8; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).];[AT5G52080, unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G27540.1); Has 8 Blast hits to 8 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 8; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).];[AT2G18320, F-box associated ubiquitination effector family protein];[AT5G48000, cytochrome P450, family 708, subfamily A, polypeptide 2];[AT5G53410, unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G52080.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).]	[AT2G27540, 2];[AT5G52080, 5];[AT2G18320, 2];[AT5G48000, 5];[AT5G53410, 5]	[AT2G27540, 11768978];[AT5G52080, 21167247];[AT2G18320, 7956224];[AT5G48000, 19447785];[AT5G53410, 21667943]	[AT2G27540, 11769016];[AT5G52080, 21167285];[AT2G18320, 7956262];[AT5G48000, 19447823];[AT5G53410, 21667981]
266252_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27520	F-box and associated interaction domains-containing protein	2	11762562	11763069
266253_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27840	histone deacetylase-related / HD-related	2	11862612,11862612,11862705,11862925,11863038,11863057,11863142	11863177,11863271,11863329,11863421,11863562,11863658,11863706
266254_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27810	nucleobase-ascorbate transporter 12	2	11855161,11855198,11855408	11855694,11855767,11855949
266255_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27610	Tetratricopeptide repeat (TPR)-like superfamily protein	2	11783932	11784525
266256_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27710	60S acidic ribosomal protein family	2	11816930,11817016	11817306,11817394
266257_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27820	prephenate dehydratase 1	2	11857509	11858078
266258_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27720	60S acidic ribosomal protein family	2	11818697,11818783,11819022	11819254,11819344,11819368
266259_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27830	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G22758.1); Has 131 Blast hits to 131 proteins in 17 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 131; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	2	11860802	11861306
266260_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27600	AAA-type ATPase family protein	2	11782830,11782868,11782948,11783022,11783113	11783211,11783314,11783469,11783605,11783698
266261_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27580	A20/AN1-like zinc finger family protein	2	11776734	11777094
266262_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27590	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	2	11777771,11777969,11778425	11778543,11778652,11778900
266263_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27570	P-loop containing nucleoside triphosphate hydrolases superfamily protein	2	11775563,11775658,11775716	11775832,11775887,11776072
266264_at	oligonucleotide	Arabidopsis thaliana	no	AT2G27775	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: Tetratricopeptide repeat (TPR)-like superfamily protein (TAIR:AT2G27800.1); Has 21 Blast hits to 21 proteins in 5 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 21; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	2	11842618,11842649,11842887	11842987,11843085,11843249
266265_at	oligonucleotide	Arabidopsis thaliana	no	AT2G29340	NAD-dependent epimerase/dehydratase family protein	2	12597178,12597195,12597302,12597509	12597596,12597812,12597910,12598007
